Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
84202.7583043774	84213.4094417095	298.2506471795	88983.3882948756	84202.7583043774	0.3064584888	121.8713333333	0.6000000000	
84202.3276735346	84213.4094417095	297.9660517025	88944.7674062848	84202.3276735346	0.3058629379	121.1486666667	0.6000000000	
84201.8515514334	84213.4094417095	297.5454850144	88935.1767723759	84201.8515514334	0.3053129017	120.3766666667	0.6000000000	
84201.3495239615	84213.4094417095	297.6157338713	88935.1767723759	84201.3495239615	0.3051175620	120.0353333333	0.6000000000	
84200.2485959729	84213.4094417095	296.6499034887	88935.1767723759	84200.2485959729	0.3049251201	121.3313333333	0.6000000000	
84199.6503709753	84211.8592888117	296.5867071122	88877.9539205631	84199.6503709753	0.3042103089	119.3166666667	0.6000000000	
84197.9160736005	84211.4509522915	296.3245873255	88873.1550121307	84197.9160736005	0.3037326547	118.5986666667	0.6000000000	
84196.8064735333	84210.5174988508	295.7814483297	88855.9816357493	84196.8064735333	0.3033569846	117.7980000000	0.6000000000	
84196.2409671148	84210.0223839283	295.6063189572	88854.3635790547	84196.2409671148	0.3029884443	117.0113333333	0.6000000000	
84195.6401347121	84210.0223839283	295.6669286536	88841.1438304186	84195.6401347121	0.3027242392	115.0606666667	0.6000000000	
84195.0988210241	84209.6206665039	295.5502649748	88835.2007355293	84195.0988210241	0.3022266321	115.0060000000	0.6000000000	
84194.7830187281	84209.6040755510	295.5556046176	88835.2007355293	84194.7830187281	0.3017982749	114.8020000000	0.6000000000	
84194.1499275963	84209.6040755510	295.1865384293	88835.1842592160	84194.1499275963	0.3014996881	114.5806666667	0.6000000000	
84193.5443124175	84209.6040755510	294.8367401671	88777.3606139421	84193.5443124175	0.3010499959	112.9346666667	0.6000000000	
84193.3398506045	84209.6040755510	294.7175907590	88777.3606139421	84193.3398506045	0.3011123280	113.4720000000	0.6000000000	
84192.5501977404	84209.6040755510	294.2414470961	88777.3606139421	84192.5501977404	0.3010406537	112.6860000000	0.6000000000	
84192.1609484156	84209.6040755510	294.1839692091	88769.0497713288	84192.1609484156	0.3010468937	114.0280000000	0.6000000000	
84191.5835157037	84209.6040755510	294.0514915372	88751.8963290254	84191.5835157037	0.3008609413	112.7740000000	0.6000000000	
84191.0749406616	84209.6040755510	294.0818548281	88749.8706013958	84191.0749406616	0.3007863977	112.7026666667	0.6000000000	
84190.2487205466	84202.2899657488	294.0516154460	88728.9896087845	84190.2487205466	0.3005412444	112.7000000000	0.6000000000	
84189.7760606806	84201.7339557409	293.7652142327	88705.1059571902	84189.7760606806	0.2999837043	110.3906666667	0.6000000000	
84189.6214322249	84201.7339557409	293.6931835328	88700.6399137775	84189.6214322249	0.2994189392	109.5100000000	0.6000000000	
84188.3049608270	84198.7643152475	292.9392347697	88681.6885912418	84188.3049608270	0.2991358820	108.4006666667	0.6000000000	
84187.3814144731	84197.8654801846	292.6711859109	88677.2660170992	84187.3814144731	0.2989620471	108.2546666667	0.6000000000	
84185.5653261145	84195.0395822525	292.1891627369	88676.9590958953	84185.5653261145	0.2984618780	108.6700000000	0.6000000000	
