Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
84469.3743949135	84505.5882200599	580.8163584714	84469.4583617647	84469.3743949135	0.0004769823	0.0380000000	0.6666666667	
84468.2592601577	84505.5882200599	581.8070956941	84469.5664643248	84468.2592601577	0.0002170832	0.0580000000	0.6666666667	
84467.7780051033	84505.5882200599	582.0921976295	84468.3307088415	84467.7780051033	0.0002551843	0.0946666667	0.6666666667	
84467.1011923750	84505.5882200599	581.4105213684	84468.0108985305	84467.1011923750	0.0004919635	0.0186666667	0.6666666667	
84466.5956192215	84504.2512401938	581.1220221448	84467.0763527354	84466.5956192215	0.0003834808	0.0506666667	0.6666666667	
84464.6579723557	84500.5017772317	581.1286279090	84467.0945782463	84464.6579723557	0.0010579080	0.3606666667	0.6666666667	
84462.1793108185	84494.3931207061	581.3435396690	84465.9382765492	84462.1793108185	0.0019715745	1.1713333333	0.6666666667	
84460.8622579773	84493.4009835124	581.7007217652	84462.3068268100	84460.8622579773	0.0010476030	0.3646666667	0.6666666667	
84459.4773732622	84493.1630358100	582.2527430772	84460.9255269170	84459.4773732622	0.0006096336	0.2853333333	0.6666666667	
84458.6070399483	84492.5969764590	582.5058189650	84459.7963552674	84458.6070399483	0.0008342239	0.1540000000	0.6666666667	
84457.6291057467	84491.9738009572	582.3301835337	84458.7418557207	84457.6291057467	0.0006236375	0.1240000000	0.6666666667	
84457.0575178663	84490.0951489806	582.4142406320	84457.8418851892	84457.0575178663	0.0006299365	0.1206666667	0.6666666667	
84456.6732369860	84489.9929866195	582.5570755194	84457.3660541574	84456.6732369860	0.0003106835	0.0813333333	0.6666666667	
84456.1923387647	84489.9929866195	582.6287772702	84456.8547023336	84456.1923387647	0.0004279421	0.0846666667	0.6666666667	
84455.9017543991	84489.9929866195	582.7828035091	84456.2595745921	84455.9017543991	0.0003357249	0.0446666667	0.6666666667	
84455.6659914057	84489.9929866195	582.9111045100	84455.9311130643	84455.6659914057	0.0003540121	0.0186666667	0.6666666667	
84455.1814012726	84489.9929866195	583.1429953337	84455.8544418216	84455.1814012726	0.0004295830	0.0393333333	0.6666666667	
84455.0734431545	84489.4768342376	583.1539278459	84455.1814012726	84455.0734431545	0.0001706986	0.0000000000	0.6666666667	
84454.8141681155	84489.4768342376	582.9458802348	84455.0734431545	84454.8141681155	0.0001946601	0.0020000000	0.6666666667	
84453.8015515606	84476.2947812676	582.9839048786	84456.0747413834	84453.8015515606	0.0008924848	0.2973333333	0.6666666667	
84453.5482572516	84473.9429727197	583.0008494021	84453.8665220141	84453.5482572516	0.0002508318	0.0206666667	0.6666666667	
84453.0614480376	84471.0862621665	583.2369817506	84453.5482572516	84453.0614480376	0.0003237464	0.0246666667	0.6666666667	
84452.7619335055	84470.4855278134	583.2995813548	84453.1376412511	84452.7619335055	0.0003843189	0.0133333333	0.6666666667	
84452.1218942602	84467.4714758992	583.3722383116	84452.8019824624	84452.1218942602	0.0003814847	0.0406666667	0.6666666667	
84451.5454893311	84466.7311713099	583.6123513328	84452.1199513475	84451.5454893311	0.0003397005	0.0960000000	0.6666666667	
84449.8953438799	84451.9354268909	583.9826048059	84453.9908352494	84449.8953438799	0.0008477869	0.1780000000	0.6666666667	
84449.3105891347	84451.9354268909	583.9392619202	84450.2208682895	84449.3105891347	0.0004733835	0.1200000000	0.6666666667	
84448.2634349664	84451.9354268909	584.1499000675	84450.2700219552	84448.2634349664	0.0010626185	0.2980000000	0.6666666667	
84447.7642214298	84451.9354268909	584.2668208271	84448.2634349664	84447.7642214298	0.0006645880	0.0466666667	0.6666666667	
84447.1249353886	84451.9354268909	584.4426480726	84449.0473425388	84447.1249353886	0.0008930221	0.1073333333	0.6666666667	
84445.8582460880	84445.8045527339	584.3271932244	84447.6622899373	84445.8582460880	0.0003789915	0.0860000000	0.6666666667	
84445.3851864735	84445.8045527339	584.1122181409	84445.8697700500	84445.3851864735	0.0002931915	0.0360000000	0.6666666667	
84445.2448034286	84445.6608846784	584.1495742973	84445.3913595279	84445.2448034286	0.0002365943	0.0086666667	0.6666666667	
84444.4346984227	84445.5400481820	584.6849349730	84445.2448034286	84444.4346984227	0.0004873303	0.0400000000	0.6666666667	
84443.2278343042	84432.3653981090	584.8608336048	84446.4455946286	84443.2278343042	0.0008862935	0.2673333333	0.6666666667	
84442.9636639357	84432.3653981090	584.9908527823	84443.4265498320	84442.9636639357	0.0005131665	0.0786666667	0.6666666667	
84442.6233069102	84429.0827289224	585.0842241212	84443.0232079824	84442.6233069102	0.0001966292	0.0273333333	0.6666666667	
84441.6682251294	84429.0827289224	584.7420571923	84442.6233069102	84441.6682251294	0.0003586457	0.0860000000	0.6666666667	
84441.3805197676	84429.0827289224	584.7434106262	84443.4144528707	84441.3805197676	0.0002417313	0.1060000000	0.6666666667	
84440.9445857008	84429.0827289224	584.6460717745	84441.8704257409	84440.9445857008	0.0004541668	0.0520000000	0.6666666667	
84440.7405472795	84429.0827289224	584.7847310292	84441.2168591221	84440.7405472795	0.0003726919	0.0626666667	0.6666666667	
84440.6981262565	84429.0827289224	584.7730883918	84440.7668144504	84440.6981262565	0.0001659065	0.0073333333	0.6666666667	
84440.5269981424	84428.9454326034	584.7455719352	84440.9225170811	84440.5269981424	0.0001221435	0.0000000000	0.6666666667	
84440.5124089122	84428.9454326034	584.7630127233	84440.5269981424	84440.5124089122	0.0000758584	0.0013333333	0.6666666667	
84440.1513587435	84428.9454326034	584.4988160616	84440.4754925768	84440.1513587435	0.0002320850	0.0186666667	0.6666666667	
84439.6624450882	84426.6878798604	584.3482686523	84441.0254690051	84439.6624450882	0.0005403051	0.1380000000	0.6666666667	
84438.6703311404	84426.6878798604	584.2960935131	84443.3160194755	84438.6703311404	0.0002515877	0.0480000000	0.6666666667	
84438.4131820003	84426.6878798604	584.3061183239	84443.1622482340	84438.4131820003	0.0003545711	0.0080000000	0.6666666667	
84438.1500586867	84426.6878798604	584.3870339441	84438.5049600403	84438.1500586867	0.0003834385	0.0406666667	0.6666666667	
84437.7221837640	84426.6878798604	584.5139939204	84438.2464970152	84437.7221837640	0.0006023075	0.0406666667	0.6666666667	
84437.4572210511	84426.6878798604	584.6292189272	84437.7872007092	84437.4572210511	0.0001015519	0.0186666667	0.6666666667	
84437.3446558913	84426.1848017573	584.6594587760	84437.6543777188	84437.3446558913	0.0001911731	0.0360000000	0.6666666667	
84437.0824691653	84425.9062007070	584.6741208679	84437.3781944315	84437.0824691653	0.0001533572	0.0620000000	0.6666666667	
84436.8167596062	84425.9062007070	584.6537838144	84437.1953653296	84436.8167596062	0.0003668626	0.0346666667	0.6666666667	
84436.1326657732	84425.9062007070	584.9715670808	84438.0855281154	84436.1326657732	0.0005093620	0.1353333333	0.6666666667	
84436.0129929582	84425.9062007070	584.9987255211	84436.3711203138	84436.0129929582	0.0003664506	0.0126666667	0.6666666667	
84435.7720056176	84425.7731840014	584.8278967179	84435.9044626355	84435.7720056176	0.0003401483	0.0240000000	0.6666666667	
84435.5979823073	84425.7731840014	584.9626298869	84435.7877485951	84435.5979823073	0.0001895769	0.0060000000	0.6666666667	
84435.4779691498	84425.4403010011	584.8935946735	84435.6141963601	84435.4779691498	0.0002401379	0.0280000000	0.6666666667	
