Mean	Median	StdDev	Max	Min	Entropy	Hamming	RLD
83938.9566831787	83973.1048822403	320.1007110571	87236.2187972665	83938.9566831787	0.3793439324	1085.6206666667	0.6000000000	
83938.2779023051	83973.1048822403	320.0360053419	87253.9295191566	83938.2779023051	0.3783892971	1087.4240000000	0.6000000000	
83937.7109470963	83972.3094880581	320.0975970458	86956.4616293709	83937.7109470963	0.3780498195	1085.9160000000	0.6000000000	
83935.8619665106	83970.2456623316	318.3821612797	87180.3363421559	83935.8619665106	0.3807329890	1092.0153333333	0.6000000000	
83935.6989019116	83970.2456623316	318.1874822933	87069.5532020926	83935.6989019116	0.3760467752	1078.8500000000	0.6000000000	
83935.2965703607	83970.2456623316	318.2156712151	87434.4779520233	83935.2965703607	0.3773581091	1079.7360000000	0.6000000000	
83935.0555414955	83968.6812192202	318.2139925571	87123.2308063904	83935.0555414955	0.3767237263	1076.5853333333	0.6000000000	
83934.9704887470	83968.6812192202	318.3066955523	87107.1375741561	83934.9704887470	0.3752510274	1073.9466666667	0.6000000000	
83934.9342670043	83968.6812192202	318.2886495087	87033.8435534636	83934.9342670043	0.3742135278	1068.7613333333	0.6000000000	
83934.8093660672	83968.6565428972	318.2220561081	87229.4787036379	83934.8093660672	0.3747697573	1072.4966666667	0.6000000000	
83934.2573646704	83968.6565428972	318.0560939816	87089.7194244464	83934.2573646704	0.3743734946	1070.8753333333	0.6333333333	
83933.8522616029	83968.6565428972	317.8599860953	87076.7255593340	83933.8522616029	0.3764112494	1079.1366666667	0.6333333333	
83932.5751311580	83968.6565428972	316.6625168103	86954.2081639171	83932.5751311580	0.3733346458	1066.4333333333	0.6333333333	
83931.6869873802	83968.6565428972	316.3884570840	87031.8933432301	83931.6869873802	0.3767462447	1074.5353333333	0.6333333333	
83931.4603357514	83967.0507103205	316.5668200622	87089.6560261647	83931.4603357514	0.3753422768	1071.3566666667	0.6333333333	
83931.4178157846	83967.0507103205	316.6432964891	87459.7470290462	83931.4178157846	0.3779123002	1078.3973333333	0.6333333333	
83931.0805768768	83965.8723980188	316.7642639823	87251.1246126890	83931.0805768768	0.3782289537	1081.7513333333	0.6333333333	
83930.4700813691	83965.1864022017	316.3648549852	87381.0523615281	83930.4700813691	0.3774137951	1082.2846666667	0.6333333333	
83929.8149476449	83964.6390885115	315.9286257093	87137.1340847015	83929.8149476449	0.3747487108	1074.9726666667	0.6333333333	
83929.6555562814	83964.6390885115	315.7987623555	87285.4261627793	83929.6555562814	0.3772595950	1080.3160000000	0.6333333333	
